ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Seddaiu2013_328	Journal Article	2013	"Seddaiu, Giovanna; Porcu, Giovanna; Ledda, Luigi; Roggero, Pier Paolo; Agnelli, Alberto; Corti, Giuseppe"	Soil organic matter content and composition as influenced by soil management in a semi-arid Mediterranean agro-silvo-pastoral system	Agriculture Ecosystems & Environment	0167-8809	10.1016/j.agee.2013.01.002	<Go to ISI>://WOS:000317326700001	"The aim of this study was to assess the impact of different long term soil managements on soil organic matter (SOM) quantity and quality in a semi-arid Mediterranean dehesa-like agro-forestry system (North-East of Sardinia, Italy). Seven soil managements were compared: cork oak forest, pasture under oak trees, open pasture, hay crop under oak trees, open hay crop, grass-covered vineyard and tilled vineyard. Analyses include chemical and spectroscopic (FT-IR) characterization of the humic substances (fulvic acids, humic acids and humin) of the A horizons. Lower amounts of total organic C and humic substances were found in the more disturbed soils such as those of the tilled vineyard, while the other soil managements showed a rather similar pattern for many indices of SOM quality (e.g., HA-C/FA-C, fulvic H/C and humic and fulvic C/N ratios) and for spectroscopic characteristics. These results indicated that the impact of soil management on the humic composition was relatively low for these sub-acid (pH ranging from 5.1 to 6.4) sandy soils under Mediterranean type of climate. The relatively small differences between the forest and the grassland land uses also suggested that the periodical light tillage applied to the grassland did not strongly affect SOM accumulation in the topsoil of this land use. In the oak forest soils, a sharp decrease (-77%) of the organic C from the thin A1 to the A2 horizon was observed, which could constrain the resilience of these soils towards disturbance factors, while the grasslands soils, where the organic C sequestration occurred in a thick horizon, may be more resilient. The compared soil managements revealed to be quite conservative, demonstrating that the traditional agro-silvo-pastoral management practices are effective in maintaining relatively good soil quality traits under semi-arid Mediterranean conditions. (C) 2013 Elsevier B.V. All rights reserved."	167		495-503		Italy	Sardinia	40.46	9.1	Sheep		Dehesa/Montado		Pasture without trees					Soil organic carbon		No effect					
Seddaiu2018_329	Journal Article	2018	"Seddaiu, Giovanna; Bagella, Simonetta; Pulina, Antonio; Cappai, Chiara; Salis, Lorenzo; Rossetti, Ivo; Lai, Roberto; Roggero, Pier Paolo"	"Mediterranean cork oak wooded grasslands: synergies and trade-offs between plant diversity, pasture production and soil carbon"	Agroforestry Systems	0167-4366	10.1007/s10457-018-0225-7	<Go to ISI>://WOS:000440076000007	"Mediterranean wooded grasslands that emerge from silvopastoral activities are multifunctional systems that result in high biodiversity and offer ecosystem services such as forage production and soil carbon sequestration. During 3 years, ten grazed wooded grassland fields were studied in the Berchidda-Monti long-term observatory, located in NE Sardinia, Italy, with the aim of exploring the synergies and trade-offs between biodiversity and selected ecosystem services. Positions below and outside the canopy of three cork oak trees in each field were randomly selected to compare seasonal pasture production, pasture utilization rate by animals, botanical composition, biodiversity indicators (Shannon index and plant species richness) and soil organic carbon. In autumn, dry matter production of pasture was similar in the two positions; in two winters out of three it was greater below the trees than outside, and in spring it was greater outside than below the trees. While plant species richness and Shannon index were not significantly influenced by the position, the overall wooded grassland plant species richness was 31% higher than that outside of the tree crown. The soil organic carbon content in the 0-40-cm soil layer was also higher below the trees. Our findings highlight that if the main purpose of the wooded grasslands is to provide forage for grazing animals rather than conserving and/or enhancing plant diversity and soil fertility, the presence of trees constrains the overall forage productivity, although the greater forage availability in winter under the trees can contribute to improve the seasonal distribution of forage production."	92	4	271-275		Italy	Sardinia	40.47	9.1	Unclear		Dehesa/Montado		Pasture without trees		Understory/pasture production		Mixed results (positive and negative)	Soil organic carbon		Positive					
Scott2006_330	Journal Article	2006	"Scott, N. A.; Tate, K. R.; Ross, D. J.; Parshotam, A."	Processes influencing soil carbon storage following afforestation of pasture with Pinus radiata at different stocking densities in New Zealand	Australian Journal of Soil Research	Apr-73	10.1071/sr05013	<Go to ISI>://WOS:000236254700001	"Since 1992, afforestation with Pinus radiata D. Don in New Zealand has led to the establishment of over 600 000 ha of new plantation forests, about 85% of which are on fertile pastures used previously for grazing sheep and cattle. While this leads to rapid accumulation of carbon ( C) in vegetation, the effects of afforestation on soil C are poorly understood. We examined key soil C cycling processes at the ( former) Tikitere agroforestry experimental site near Rotorua, New Zealand. In 1973, replicated stands of P. radiata ( 100 and 400 stems/ha) were established on pastures, while replicated pasture plots were maintained throughout the first 26-year rotation. In 1996, soil C and microbial biomass C in 0 - 0.10 m depth soil, in situ soil respiration and net N mineralisation, and soil temperature were lower in the forest than in the pasture, and tended to decline with increasing tree-stocking density. In the 400 stems/ha stands, mineral soil C ( 0 - 0.50m depth) was lower than in the pasture ( 104 and 126 Mg C/ha, respectively; P< 0.01). Carbon accumulation in the forest floor during the first rotation of these forest stands was 12 Mg C/ha. Using the Rothamsted soil C model (Roth-C), we examined how changes in plant C inputs following afforestation might lead to changes in soil C content to 0.30 m depth. Steady-state pasture inputs of 9.0 Mg C/ha. year were estimated using Roth-C; these C inputs were assumed to decrease linearly during the first 12 years following tree establishment ( until canopy closure). Below-ground C inputs in the forest were estimated using steady-state relationships between litterfall and soil respiration; these inputs were assumed to increase linearly between years 1 and 12, after which they remained constant at 1.53 Mg C/ha. year until harvest. Measured changes in soil C (0-0.30 m) during the first rotation, in conjunction with the below-ground inputs, were used to estimate above-ground inputs ( as a proportion of total litterfall [3.81 Mg C/ha. year]) to the soil. Our results suggest 10% of litterfall C over one rotation actually entered the mineral soil. Using these results and estimates of additional C inputs to the soil from harvest slash and weeds following harvest, we found mineral-soil C stocks would continue to decline during second and third rotations of P. radiata; the magnitude of this decline depended in part on how much slash enters the mineral soil matrix. We confirmed our modelling approach by simulating soil C changes to within 8% over 19 years following afforestation of pasture at another previously studied site, Purukohukohu. Whether afforestation leads to an increase or decrease in mineral-soil C may depend on previous pasture management; in highly productive pastures, high C inputs to the soil may maintain soil C at levels that cannot be sustained when trees are planted onto these grasslands."	44	2	3-4		New Zealand		-38.9	175.84	Unclear		Silvopasture		Pasture without trees					Soil organic carbon		Negative					
Schnabel2013_341	Journal Article	2013	"Schnabel, S.; Pulido-Fernandez, M.; Lavado-Contador, J. F."	Soil water repellency in rangelands of Extremadura (Spain) and its relationship with land management	Catena	0341-8162	10.1016/j.catena.2011.11.006	<Go to ISI>://WOS:000314486200006	"Soil water repellency reduces infiltration capacity, enhancing overland flow and even runoff production, and may produce patchiness in water infiltration at the hillslope scale. Knowledge about hydrophobicity in rangelands of Mediterranean type climate and its relation with vegetation cover and land management is sparse. The objectives of the present work are to determine the degree and spatial occurrence of soil water repellency and to define its relationship with site characteristics, such as soil, vegetation and land management in rangelands of SW Spain. Field work was conducted in September 2009 in 22 environmental units belonging to 10 farms, distributed throughout the region of Extremadura. The Molarity of an Ethanol Droplet (MED) method was used for measuring water repellency of the soil surface. A total of 725 points were sampled and the study was combined with a detailed vegetation survey, the determination of soil properties and of land use and management characteristics. More than 70% of the measurement points were hydrophilic, however differences between farm units were found. The highest values of hydrophobicity were observed on soil surfaces below the canopy of holm oaks, as compared to the low values found below shrub canopies (Retama sphaerocarpa) and in open areas. With respect to ground cover, water repellency was highest at sites covered by holm oak litter. At soil surfaces covered by cork oak litter, dry grass and mosses the degree of repellency was lower. Almost all sites with a bare soil surface were hydrophilic, independent of whether these were located below a tree canopy or in open areas. A significant positive relationship between livestock density and the degree of bare soil existed, and consequently, areas with high animal numbers were dominantly hydrophilic. No significant relationships were encountered between the degree of soil water repellency and soil properties. (C) 2011 Elsevier B.V. All rights reserved."	103		549-559		Spain	Extremadura	39	-6	Unclear		Dehesa/Montado		Pasture without trees								Negative				
Schilling2014_348	Journal Article	2014	"Schilling, Keith E.; Jacobson, Peter"	Effectiveness of natural riparian buffers to reduce subsurface nutrient losses to incised streams	Catena	0341-8162	10.1016/j.catena.2013.11.005	<Go to ISI>://WOS:000331346300014	"Perennial vegetation borders many incised, perennial streams and rivers in southern Iowa and is assumed to provide a natural riparian buffer against subsurface nutrient losses from shallow groundwater. Questions remain about the effectiveness of these systems near incised channels that cut through nutrient-rich Holocene alluvium underlying the riparian corridors. In this study, riparian groundwater nutrient concentrations were evaluated near an incised stream under four perennial land cover types common to southern Iowa with the objectives to assess how groundwater quality differed by i) distance away from an incised stream and ii) perennial land cover type. Groundwater samples were collected from riparian wells installed 1 m, 20 m and 40 m from an incised channel under four replicated land covers (cool season grass, warm season grass, woods, pasture) on six occasions across the growing season. Results indicate that channel incision lowers water tables in the near-stream zone and maintains more aerobic conditions but did not result in enhanced nitrogen mineralization or leaching to groundwater. Average concentrations of nitrate-nitrogen, phosphorus and dissolved organic carbon were 03 mg/l, 02 mg/l and 6 mg/l, respectively, with variations due mainly to land cover type and geomorphology. Study results suggest that nutrient losses from perennial buffers in the region do not greatly impact regional water N and P loads although average concentrations in riparian groundwater may exceed proposed stream nutrient criteria. (C) 2013 Elsevier B.V. All rights reserved."	114		207-235		USA	Iowa	42.0751	Ê-93.496	Unclear		Riparian strip		Pasture without trees									Mixed results (positive and no effect)			
Sanford2003_362	Journal Article	2003	"Sanford, P.; Wang, X.; Greathead, K. D.; Gladman, J. H.; Speijers, J."	Impact of Tasmanian blue gum belts and kikuyu-based pasture on sheep production and groundwater recharge in south-western Western Australia	Australian Journal of Experimental Agriculture	0816-1089	10.1071/ea02226	<Go to ISI>://WOS:000185362400008	"The effect of Tasmanian blue gum (Eucalyptus globulus) belts and kikuyu (Pennisetum clandestinum) grass on livestock production and groundwater recharge was studied in the high rainfall zone (> 600 mm/year) of south-western Western Australia from 1998 to 2001. The objective was to identify optimum combinations of tree belts and pasture for sustainable livestock production and the prevention of secondary salinisation. Treatments were annual pasture, in competition with trees at different orientations (east, west and south), kikuyu pasture in competition with trees at one orientation (west), compared with pasture in the absence of tree competition. Plots had 0, 20 or 36% of their area within 10 m of the tree belt where tree-pasture competition would be expected. Plots (0.48 ha) were stocked with Merino wether hoggets at 12 DSE/ha on annual pastures and 14 DSE/ha on kikuyu pastures. Additional sheep were placed on plots in spring and the annual pasture was destocked in autumn. Within the growing season, herbage mass was similar across both control treatments as a result of varying stock numbers. However, in summer and autumn the kikuyu control contained between 350 and 4900 kg DM/ha more herbage than the corresponding annual pasture. While both pastures accumulated similar amounts of herbage in 1998 and 2000, kikuyu accumulated more in 1999 (11900 v. 9800 kg DM/ha) as a result of summer rain. Competition from tree belts significantly reduced adjacent annual pasture herbage accumulation (16% average reduction), although there was no difference among the levels of competition. Trees did not significantly affect adjacent kikuyu pasture herbage accumulation. Both carrying capacity and clean wool production per hectare were significantly higher on kikuyu pasture in 1999 and 2000. Tree competition also significantly reduced the carrying capacity of neighbouring annual and kikuyu pasture by an average of 10%. Clean wool production per hectare was significantly lower on annual pasture in combination with trees (11% reduction on average), but there was less effect of competition on kikuyu pasture. The kikuyu pasture used 115, 57 and 132 mm more water than the annual pasture in 1999, 2000 and 2001, respectively. The soil water deficit beneath the trees exceeded that below both control pastures by between 297 and 442 mm. Although the addition of tree belts to annual pasture provided substantial reductions in groundwater recharge, producers would also have to accept losses in livestock production. While kikuyu alone provided significant increases in livestock production and substantial reductions in groundwater recharge, the best compromise was kikuyu in combination with tree belts."	43	07-Aug	68-70		Australia		-33.54	117.49	Sheep		Silvopasture		Pasture without trees		Understory/pasture production		Decrease with increased tree density/cover/proximity								
Sandoiu2014_367	Journal Article	2014	"Sandoiu, I.; Cojocariu, L."	The influence of fruit trees on the Agrostis capillaris L. species in the silvopastoral systems of disadvantaged areas	Research Journal of Agricultural Science	2066-1843		http://www.rjas.ro/volume_detail/30	"One of the most effective measures for making the best of disadvantaged areas, especially mountain areas, in Romania, is reconsidering the silvopastoral production system, in which all components: grass, wood, habitat and biodiversity strike an ecological and economic balance. The present study was made for establishing the behaviour of species Agrostis capillaris L. under the influence of the canopy of fruit trees (apple trees) on the pasture belonging to Carasova village in Aninei Mountains (Western Carpathians in Romania). We observed the externalization of some quantitative characteristics of species Agrostis capillaris L. in areas shaded and not shaded by the tree crowns in the pasture under analysis. In areas shaded by trees, we found taller plants, which were more uniform from the point of view of their height. At the same time, plants here were greener and heavier than plants that were not shaded by trees."	46	4	73-84	agroforestry systems; apples; fruit trees; mountain areas; pastures; shade; silvopastoral systems; trees; woody plants	Romania	Western Carpathians	45.18	21.86	Sheep		Silvopasture		Pasture without trees		Understory/pasture production		Positive								
Sanchez2015_369	Journal Article	2015	"Sanchez, I. A.; McCollin, D."	"A comparison of microclimate and environmental modification produced by hedgerows and dehesa in the Mediterranean region: A study in the Guadarrama region, Spain"	Landscape and Urban Planning	0169-2046	10.1016/j.landurbplan.2015.07.002	<Go to ISI>://WOS:000362614900023	"Two common forms of traditional land use systems in Mediterranean landscapes are dehesa and hedged fields. Both are agroforestry systems in which domestic stock are pastured: amongst parklike trees in dehesa, and in enclosures surrounded by stone walls and woody vegetation in hedged fields. The latter are now tending to be replaced by dehesa due to labour costs. Here, we investigate the boundary layer microclimate and environmental characteristics of these two land uses in order to evaluate the respective differences in relation to climate modification, soil organic carbon, and soil water content. Fraxinus angustifolia-dominated sites were investigated in the Guadarrama mountains, Spain, in high summer with simultaneous sampling under trees in both dehesa and hedgerows and in adjacent open fields. Whilst temperature profiles were similar in both systems, hedgerows had higher soil water content, lower wind speeds, and higher total soil organic carbon compared to dehesa, and moreover these trends also applied to open fields of the respective systems. We conclude that not only do hedged fields have advantages over dehesa for shelter and production, but that the climatic modifications of hedged field systems potentially modify boundary layer climates on a broader scale than both individual fields and dehesa. Thus, the conservation of hedged field systems provides natural capital and broad environmental gains. (C) 2015 Elsevier B.V. All rights reserved."	143		490-508		Spain		40.43	-3.5	Cattle		Dehesa/Montado	AND hedge	Pasture without trees					Soil organic carbon		Positive					
Sanchez-Jardon2010_371	Journal Article	2010	"Sanchez-Jardon, L.; Acosta, B.; del Pozo, A.; Casado, M. A.; Ovalle, C.; Elizalde, H. F.; Hepp, C.; de Miguel, J. M."	Grassland productivity and diversity on a tree cover gradient in Nothofagus pumilio in NW Patagonia	Agriculture Ecosystems & Environment	0167-8809	10.1016/j.agee.2010.02.006	<Go to ISI>://WOS:000277742200026	"Extensive areas of primary forests of lenga (Nothofagus pumilio (Poepp et Endl.) Krasser) have been transformed into grasslands over the past few decades. In Chile's Aysen region, grazing in remnant forests is common practice but there is little empirical evidence of tree-understorey interactions therein. In an attempt to establish a scientific basis for silvopastoral implementation, the relationship between lenga cover and grassland productivity, quality and species richness was examined. Tree cover was quantified in 14 (20 x 20 m) sites where aboveground herbaceous biomass was evaluated monthly throughout two growing seasons. Herbage quality and plant species richness were measured once at the peak of biomass production in the second year. We discuss radiation transmitted through the canopy and water supply as drivers of the tree-understorey relationship. Changes in herbaceous species composition and richness with varying tree cover are described. Despite interannual differences, scattered trees or medium-density forests allow higher productivity than open areas, as well as an acceptable nutritive value and preservation of native species. Although further studies are required, our results suggest that presence of lenga trees within grazing areas can be an advantageous alternative in terms of biodiversity and productivity, to traditional grazing systems in open grasslands. (C) 2010 Elsevier B.V. All rights reserved."	137	01-Feb	244-9		Chile		-45.58	-72.08	Cattle		Silvopasture		Pasture without trees		Understory/pasture production		Positive								
Sanchez-Jardon2014_372	Journal Article	2014	"Sanchez-Jardon, L.; Acosta-Gallo, B.; Pozo, A. del; Casado, M. A.; Ovalle, C.; Miguel, J. M. de"	Variability of herbaceous productivity along Nothofagus pumilio forest-open grassland boundaries in northern Chilean Patagonia	Agroforestry Systems	0167-4366	http://dx.doi.org/10.1007/s10457-014-9696-3	http://rd.springer.com/journal/10457	"In order to develop a general model of aboveground net primary production (ANPP) of herbaceous communities in grazing systems that combine forested and open grasslands in temperate areas, biomass production and a set of biotic and abiotic variables were measured at four adjacent forest and grassland sites in Chile's northern Patagonia for two consecutive growing seasons. At each site, one transect of 80 m long (40 m in open grassland and 40 m in forest) x 10 m wide was established. ANPP was significantly higher in open grasslands but no gradual change in biomass production was observed from inside the forest towards the open grassland. In open grasslands ANPP was spatially uniform but highly variable between years of contrasting weather conditions, whereas in forests it was more spatially heterogeneous and less variable over time. ANPP was highly correlated with cattle consumption. Structural equation models developed for the whole system confirm that ANPP was driven mainly by photosynthetically active radiation (PAR) and available nitrogen. However, we found important differences between forests and the adjacent open grasslands. In forests ANPP was enhanced by positive feedbacks between the amount of transmitted PAR through the canopy and soil nutrient input via cattle dung deposition. In open grasslands nitrogen availability appeared to be the main limiting factor but also influenced by weather conditions (dryer or wetter years). The coexistence of forests and grasslands patches, with different susceptibility of ANPP to meteorological and soil nutrient availability, highlights the importance of implementing an integrated silvopastoral system with lenga (Nothofagus pumilio [Poepp. & Endl.] Krasser) in northern Patagonia."	88	3	xviii-pp	agroforestry systems; biomass production; dry season; forests; grasslands; grazing; meteorological factors; net primary production; nitrogen; nutrient availability; photosynthesis; photosynthetically active radiation; silvopastoral systems; soil fertility; temperate zones; weather; wet season	Chile		-45.58	-72.08	Cattle		Forest grazing		Pasture without trees		Understory/pasture production		Negative								
Salis2017_379	Journal Article	2017	"Salis, L.; Bagella, S.; Roggero, P. P.; Pulina, A.; Cappai, C.; Sitzia, M.; Rossetti, I.; Pintore, A.; Pala, T.; Piredda, A.; Deroma, M.; Seddaiu, G."	Biodiversity and ecosystem services in Mediterranean cork oak wooded grasslands as affected by tree canopy	Grassland Science in Europe Volume 22	9.78889E+12			"Mediterranean wooded grasslands are multipurpose systems that support high biodiversity levels and offer several ecosystem services (ES) such as forage production, soil carbon sequestration, nutrient recycling and soil protection. In a long-term observatory located in NE Sardinia (Italy), ten grazed wooded grassland fields were monitored over three years for plant biodiversity and selected ES below (BT) and outside (OT) the tree crowns. Botanical composition and seasonal herbage production, pastoral value and pasture utilization rate, biodiversity indicators (Shannon index and plant species richness), and the content of soil organic carbon (SOC) were assessed. In spring, dry matter (DM) yield and legume content were higher in the OT than in BT. In autumn and winter no differences were observed between OT and BT areas in terms of DM production. In winter, legume abundance and animal utilization rate were higher in OT than BT. The Shannon index was not influenced by the tree crown, while the plant species richness was slightly higher in OT than in BT. Top SOC content was lower in OT than in BT, but it showed a more uniform distribution along the soil profile."			115-133	autumn; biodiversity; botanical composition; canopy; crown; dry matter; ecosystem services; fodder legumes; fodder plants; grassland soils; grasslands; grazing; herbage; legumes; organic carbon; pastures; plant density; soil organic matter; soil profiles; soil types; species diversity; species richness; spring; winter; yields	Italy	Sardinia	40.8	9.42	Unclear		Dehesa/Montado		Pasture without trees		Understory/pasture production		Mixed results (negative and no effect)	Soil organic carbon		Positive					
Saggar2001_380	Journal Article	2001	"Saggar, S.; Hedley, C. B.; Salt, G. J."	"Soil microbial biomass, metabolic quotient, and carbon and nitrogen mineralisation in 25-year-old Pinus radiata agroforestry regimes"	Australian Journal of Soil Research	Apr-73	10.1071/sr00012	<Go to ISI>://WOS:000168284000003	"To understand the effects of agroforestry on soil biological processes we assessed the conditions in Pinus radiata plantations of 50, 100, 200, and 400 stems/ha after 25 years of growth, and in a grassland. Agroforestry resulted in a 15-25% decline in soil organic C and N compared with grassland, and had a significant negative influence on soil microbial biomass. There was less microbial C and N in soils under 50-400 stems/ha of P. radiata than in soils under grassland (0 stems/ha). Soil carbon decomposition and microbial activity were measured by trapping the carbon dioxide produced by incubating soils over a 60-week period. The results showed that soil C decomposition rates were similar to1.5 times as much (c. 15 mg CO2-C/kg soil) in soil from grassland as in that from plots with 50 or100 stems/ha (c. 10 mg CO2-C/kg soil), and were further reduced to one half (c. 5.5 mg CO2-C/kg soil) in the plots with 200 or 400 stems/ha. The soils under P. radiata gave off less carbon dioxide per unit of biomass (the metabolic quotient) than soils under grassland. These shifts in microbial biomass and its metabolic quotients appear to be associated with differences in the quantity and 'quality' of inputs and soil organic matter decomposition rates, and to reflect the land use change from grassland to forest. Given the general ability of soil microbial biomass to recolonise depopulated areas after tree harvest, we see no problem in restoring populations of these soil organisms vital in controlling nutrient cycling after tree felling, provided adequate adjustments to soil pH are made."	39	3	390-395		New Zealand		-38.9	175.84	Sheep		Silvopasture		Pasture without trees					Soil organic carbon		Negative					
Rundle2002_389	Journal Article	2002	"Rundle, P. J.; Rundle, B. F."	A case study of farm-based solutions to water logging and secondary salinity in southwestern Australia	Agricultural Water Management	0378-3774	10.1016/s0378-3774(01)00154-8	<Go to ISI>://WOS:000173281400004	"The 'Ucarro' farm is located in the upper catchment (33degreesS117degreesE) of the Carrolup River, a tributary of the Blackwood River in southwestern Australia. When the present owners of the farm took over the property in 1975, the stream running through the farm was becoming saline and access to the lower portions of the farm was frequently hindered by water logging in the wet winter months. The paper describes the decision made by the present owners to develop a whole farm plan to ameliorate water logging and prevent the development of secondary salinity, The plan included the grading of interceptor drains with a fall of 1:300 along the contour 150-200 m apart down the slope and the locating of dams along the drains to hold water for the dry summer months. Belts of three or four species of trees were planted on the down-slope side of the drains after leveling the spoil from the drain and deep-ripping the soil. The benefits of this plan included reduced water logging, salinity and wind erosion, and increased yields, stocking rates and lambing percentages. While the costs of the drains, trees and fencing were about US$ 2760 (US$ 1 = AU$ 1.7, June 2000) per km, gross margins have increased by about US$ 2.70 ha(-1) per year as a result of increases in cereal yields from 2.2 to 3.2 t ha(-1). increased carrying capacity of the pastures from 8.5 to 11.0 dry sheep equivalents (DSE) ha(-1), increased lambing percentages from 77 to 86% and increased income from aquaculture (fresh-water crustaceans) produced in the farm dams. (C) 2002 Published by Elsevier Science B.V."	53	01-Mar	403-414		Australia		-33	117	Sheep		Shelterbelt/Windbreak		Baseline from implementation		Multiple	Pasture production AND livestock mortality	Positive							Positive	Positive
Rozados-Lorenzo2007_398	Journal Article	2007	"Rozados-Lorenzo, M. J.; Gonzalez-Hernandez, M. P.; Silva-Pando, F. J."	Pasture production under different tree species and densities in an Atlantic silvopastoral system	Agroforestry Systems	0167-4366	10.1007/s10457-007-9032-2	<Go to ISI>://WOS:000245816700007	"We studied the effect of six tree species planted at six different densities on pasture production seven years after establishment. Annual and seasonal pasture production was studied every six months, over three years. Pasture production was lower under conifer trees (Pseudotsuga menziesii (Mirb.) Franco, Pinus pinaster Aiton, Pinus radiata D. Don) than under broadleaved trees (Betula alba L., Quercus rubra L. and Castanea sativa Mill.). Annual pasture production under Pseudotsuga menziesii and Pinus pinaster decreased progressively starting from 952 trees ha(-1), while decline in herbage production under Pinus radiata began to occur at 427 trees ha(-1). Tree density effect on pasture production was detected at 2,000 trees ha(-1) for all of the deciduous species studied. This effect on pasture production was more important in the first six months of the year (June sampling), while from June to December herbage production was less affected by tree density. The tree effect became more noticeable over time, with the last sampling showing the inverse relationship between tree density and herbage production most clearly. Seven years after tree establishment, pasture production was quite consistent under tree densities between 190 trees ha(-1) and 556 trees ha(-1) and declined remarkably from 556 trees ha(-1) to 2,500 trees ha(-1). The study also indicated that by the sixth growing season, annual pasture production under different tree species is inversely correlated with tree leaf area index."	70	1	1030-1033		Spain		42.22	-8.29	Pasture without livestock		Silvopasture		Other	Different densities of trees	Understory/pasture production		Decrease with increased tree density/cover/proximity								
Rozados-Lorenzo2006_399	Journal Article	2006	"Rozados-Lorenzo, M. J.; Garcia de Yzaguirre, A.; Silva Pando, F. J."	Comparison of selected ecotypes and cultivars of cocksfoot (Dactylis glomerata L.) under pinewoods in Spain	Journal of Sustainable Agriculture	1044-0046	http://dx.doi.org/10.1300/J064v29n02_03		"Cocksfoot (Dactylis glomerata) entries, eight natural populations, and two commercial checks were sown under maritime pine (Pinus pinaster) and under red pine (P. sylvestris) canopies, as well as in an open field area in Galicia, NW Spain. Natural populations yielded less biomass and had a higher crude protein content under pine canopies than in an adjacent open field stand. In the first two years under P. pinaster, population Mg348 yielded, in general, significantly more dry matter than the commercial varieties and more than control plots, which were fertilized but not sown. In contrast, two years after sowing, control plots invaded by spontaneous grasses yielded significantly more than several cocksfoot entries under red pine and in the unshaded stand. Therefore, ecotypic selection in cocksfoot is an alternative to the use of commercial varieties in temporal pastures under P. pinaster. In the long term, however, cocksfoot does not persist significantly more than spontaneous grasses."	29	2	297-297	biomass production; coniferous forests; cultivars; dry matter accumulation; ecotypes; farming systems; forests; pines; silvopastoral systems; trees; woody plants	Spain	Galicia	42.5	-8.1	Pasture without livestock		Silvopasture		Pasture without trees		Understory/pasture production		Negative								
Roygard1999_400	Journal Article	1999	"Roygard, J. K. F.; Green, S. R.; Clothier, B. E.; Sims, R. E. H.; Bolan, N. S."	Short rotation forestry for land treatment of effluent: a lysimeter study	Australian Journal of Soil Research	Apr-73	10.1071/sr98067	<Go to ISI>://WOS:000081947900012	"Land treatment of wastewater using short rotation forestry (SRF) has potential as a sustainable method for disposal of dairy-farm effluent. We compared 3 SRF species, 2 evergreen species of eucalypts (Eucalyptus nitens, E. saligna) and a deciduous willow (Salix kinuyanagi), in the land treatment of dairy-farm effluent. The trees were grown in lysimeters (1.8 m diameter, 1.0 m depth), and a bare soil treatment was used as a control. The application of dairy-farm oxidation-pond effluent totalled 218 g N/lysimeter (equivalent to 870 kg N/ha) over 2 irrigation seasons (December 1995-June 1996 and September 1996-April 1997). Effluent was applied weekly in summer at a rate of 18.9 mm/week. No effluent was applied during the winter period. The evapotranspiration (ET) rates of the trees, and the volumes and nitrogen contents of the leachates are compared for a winter period (4 weeks) and a summer period (5 weeks). The biomass accumulation and the uptake of nitrogen by the 3 tree species were also investigated. The SRF trees improved the renovation levels of dairy-farm effluent and produced biomass suitable for energy conversion. Of the 3 tree species, only the S. kinuyanagi treatments maintained leachate nitrate concentrations below the New Zealand drinking water standard of 11.3 mg NO3--N/L throughout both the winter and summer periods. The E. nitens treatment produced significantly more oven-dry biomass (19.1 kg/tree) than the E. saligna trees (9.7 kg/tree) (P = 0.05). The S. kinuyanagi treatment had intermediate production (13.3 kg/tree) and was not significantly different from the other 2 tree species (P = 0.05). The nutrient accumulation was not significantly different among the species (P = 0.05). S. kinuyanagi was considered the best overall performer for the land treatment of dairy-farm effluent, based on the concentrations of leachate moving beyond the root-zone."	37	5	55-63		New Zealand		-40.900557	174.885971	Cattle	Effluent application	Farm woodland		Pasture without trees									Positive			
Rosenqvist2005_408	Journal Article	2005	"Rosenqvist, H.; Dawson, M."	Economics of willow growing in Northern Ireland	Biomass & Bioenergy	0961-9534	10.1016/j.biombioe.2004.03.001	<Go to ISI>://WOS:000225312000002	"This paper reviews the e economics of short rotation coppice willow as an energy crop in Northern Ireland. Gross margins are presented for willow production and compared with, in the particular circumstances of Northern Ireland, equivalent outputs from grain production, lowland sheep and suckler cow production. The model used indicated a gross margin of pound45 ha(-1) yr(-1) for a 12 tDM ha(-1) annual coppice crop without subsidies where the crop value was placed at pound40 t(-1). This was equivalent to a 7 t winter wheat crop at pound70 t(-1) and compared favourably with both lowland sheep and suckler cows. Currently the industry in Northern Ireland is at a very early stage of development and this imposes cost penalties on the pioneer growers. This situation is compared with the situation in Sweden where there is an established industry of 15,000 ha, where costs are significantly lower. Gross margin for the pioneer grower in Northern Ireland is about pound100 ha(-1) yr(-1) less than for Swedish willow growers. (C) 2004 Elsevier Ltd. All rights reserved."	28	1	637-645		UK	Northern Ireland	54.607577	-6.693145	Mixture of sheep and cattle		Biofuel		Pasture without trees												Mixed results (positive and no effect)
