Paper ID	Publication Year	Author	Title	Journal / Secondary Title	DOI	Abstract	Volume	Issue	Pages	Multiple Studies? (LocatioNos/Proxies)	Study ID	Language	Country	Name of Site	LatDD	LonDD	Type of Archive	Proxy	Proxy interpretation	Cross Cutting Lens	Preparation of sample method	Unit of Proxy	Evidence of Agriculture	Stratigraphic	Radiocarbon	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_Dated	Oldest Date (C.E)	Newest Date (C.E)	Top and bottom of sequence dated?	Is the record continuous?	Calibration data set	Hard Water Error?	Other Chronology Notes	Depositional archive plotted against depth or time?	Raw data available	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
Fleury2014_60	2014	"Fleury, S.; Malaizé, B.; Giraudeau, J.; Galop, D.; Bout-Roumazeilles, V.; Martinez, P.; Charlier, K.; Carbonel, P.; Arnauld, M. C."	"Impacts of Mayan land use on Laguna Tuspan watershed (Peten, Guatemala) as seen through clay and ostracode analysis"	Journal of Archaeological Science	10.1016/j.jas.2014.05.032	"Most of the cities built by the Mayas in the Petén area, in the Central Yucatán Peninsula, were abandoned 1200 to 1000 years ago. The phenomenon is sometimes un-appropriately called ""the collapse of the Maya civilization"". Its main causes are still debated, ranging from climatic according to the occurrence of severe or modest droughts, to societal in the form of environmental mismanagement of the environment. In both processes, it is inferred that stress triggered the formation in many Petén lake sediments of erosional clay deposits, known as 'Maya clays'.This work presents a high resolution, multi-proxy study of 'Maya clays' in lacustrine sediments from Laguna Tuspán, near the archaeological site of La Joyanca. Micropaleontological (ostracodes), mineralogical (clay minerals) and geochemical (bulk elemental composition and stable isotopes in organic carbon) records reveal three different phases of soil erosion throughout the last 5300 years. The oldest phase from 5281 to 2998calyrBP (i.e. 3331 - 1048 BC) is characterized by successive natural and moderate soil erosion deposits which follow climatic variations recorded in the American tropical belt. The time interval between 2998 and 1281calyrBP (i.e. 1048 BC and AD 661) contains four distinct erosional layers which, according to clay mineralogy, are indicative of both increased erosion of the regolith and strong soil loss. The most recent, also the most massive, deposit of Maya clay ends around 1281calyrBP (AD 661), that is some 200 years before the so-called 'Maya collapse' in the Petén area. Recent archeological fieldwork studies indicate that a population mobility took place into the city of La Joyanca from its hinterland by the early Late Classic Period (ca. AD 600), that is, at the end or just after this erosion episode, and well before the occurrence of the Terminal Classic-Postclassic (AD 800-1250) drastic climatic changes. Shifts in environmental management by the local society and timing of urbanization may explain environmental changes better than droughts per se. © 2014 Elsevier Ltd."	54	1	372-382	Yes	Fleury2014_60.ii	English	Guatemala	Laguna Tusp	17.14	-90.4	Lake Sediment Core	Organic Matter	Climate	Water	LECO C-S analyzer	%	No		7							Not Reported	-3331	1950	Neither	Not Reported	Not Reported	Not Reported		Time	No	2046	2046	883	41	148	6297	62	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Fleury2014_60	2014	"Fleury, S.; Malaizé, B.; Giraudeau, J.; Galop, D.; Bout-Roumazeilles, V.; Martinez, P.; Charlier, K.; Carbonel, P.; Arnauld, M. C."	"Impacts of Mayan land use on Laguna Tuspan watershed (Peten, Guatemala) as seen through clay and ostracode analysis"	Journal of Archaeological Science	10.1016/j.jas.2014.05.032	"Most of the cities built by the Mayas in the Petén area, in the Central Yucatán Peninsula, were abandoned 1200 to 1000 years ago. The phenomenon is sometimes un-appropriately called ""the collapse of the Maya civilization"". Its main causes are still debated, ranging from climatic according to the occurrence of severe or modest droughts, to societal in the form of environmental mismanagement of the environment. In both processes, it is inferred that stress triggered the formation in many Petén lake sediments of erosional clay deposits, known as 'Maya clays'.This work presents a high resolution, multi-proxy study of 'Maya clays' in lacustrine sediments from Laguna Tuspán, near the archaeological site of La Joyanca. Micropaleontological (ostracodes), mineralogical (clay minerals) and geochemical (bulk elemental composition and stable isotopes in organic carbon) records reveal three different phases of soil erosion throughout the last 5300 years. The oldest phase from 5281 to 2998calyrBP (i.e. 3331 - 1048 BC) is characterized by successive natural and moderate soil erosion deposits which follow climatic variations recorded in the American tropical belt. The time interval between 2998 and 1281calyrBP (i.e. 1048 BC and AD 661) contains four distinct erosional layers which, according to clay mineralogy, are indicative of both increased erosion of the regolith and strong soil loss. The most recent, also the most massive, deposit of Maya clay ends around 1281calyrBP (AD 661), that is some 200 years before the so-called 'Maya collapse' in the Petén area. Recent archeological fieldwork studies indicate that a population mobility took place into the city of La Joyanca from its hinterland by the early Late Classic Period (ca. AD 600), that is, at the end or just after this erosion episode, and well before the occurrence of the Terminal Classic-Postclassic (AD 800-1250) drastic climatic changes. Shifts in environmental management by the local society and timing of urbanization may explain environmental changes better than droughts per se. © 2014 Elsevier Ltd."	54	1	372-382	Yes	Fleury2014_60.iii	English	Guatemala	Laguna Tusp	17.14	-90.4	Lake Sediment Core	Stratagraphic Description	Land Use Change	Land Use Change	Stratigraphic description	Units	Catchment Erosion		7							Not Reported	-3331	1950	Neither	Not Reported	Not Reported	Not Reported		Time	No	2046	2046	883	41	148	6297	62	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Fleury2014_60	2014	"Fleury, S.; Malaizé, B.; Giraudeau, J.; Galop, D.; Bout-Roumazeilles, V.; Martinez, P.; Charlier, K.; Carbonel, P.; Arnauld, M. C."	"Impacts of Mayan land use on Laguna Tuspan watershed (Peten, Guatemala) as seen through clay and ostracode analysis"	Journal of Archaeological Science	10.1016/j.jas.2014.05.032	"Most of the cities built by the Mayas in the Petén area, in the Central Yucatán Peninsula, were abandoned 1200 to 1000 years ago. The phenomenon is sometimes un-appropriately called ""the collapse of the Maya civilization"". Its main causes are still debated, ranging from climatic according to the occurrence of severe or modest droughts, to societal in the form of environmental mismanagement of the environment. In both processes, it is inferred that stress triggered the formation in many Petén lake sediments of erosional clay deposits, known as 'Maya clays'.This work presents a high resolution, multi-proxy study of 'Maya clays' in lacustrine sediments from Laguna Tuspán, near the archaeological site of La Joyanca. Micropaleontological (ostracodes), mineralogical (clay minerals) and geochemical (bulk elemental composition and stable isotopes in organic carbon) records reveal three different phases of soil erosion throughout the last 5300 years. The oldest phase from 5281 to 2998calyrBP (i.e. 3331 - 1048 BC) is characterized by successive natural and moderate soil erosion deposits which follow climatic variations recorded in the American tropical belt. The time interval between 2998 and 1281calyrBP (i.e. 1048 BC and AD 661) contains four distinct erosional layers which, according to clay mineralogy, are indicative of both increased erosion of the regolith and strong soil loss. The most recent, also the most massive, deposit of Maya clay ends around 1281calyrBP (AD 661), that is some 200 years before the so-called 'Maya collapse' in the Petén area. Recent archeological fieldwork studies indicate that a population mobility took place into the city of La Joyanca from its hinterland by the early Late Classic Period (ca. AD 600), that is, at the end or just after this erosion episode, and well before the occurrence of the Terminal Classic-Postclassic (AD 800-1250) drastic climatic changes. Shifts in environmental management by the local society and timing of urbanization may explain environmental changes better than droughts per se. © 2014 Elsevier Ltd."	54	1	372-382	Yes	Fleury2014_60.iv	English	Guatemala	Laguna Tusp	17.14	-90.4	Lake Sediment Core	δ18O	Climate;Water Level	Water	Not Reported	PDB ‰	No		7							Not Reported	-3331	1950	Neither	Not Reported	Not Reported	Not Reported		Time	No	2046	2046	883	41	148	6297	62	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Dull2004_46	2004	"Dull, R. A."	A Holocene record of Neotropical savanna dynamics from El Salvador	Journal of Paleolimnology	10.1023/B:JOPL.0000042906.46791.9c	"The historical ecology of the Ahuachapan savanna is reconstructed from a 4.83-m sediment core from Laguna Llano del Espino, Ahuachapan, western El Salvador. Stable carbon isotopes ($\delta$ 13C), pollen, and charred grass cuticles indicate Holocene grassland dominance from at least ca. 3300 cal yr B.P. to the present. The role of people in the creation and maintenance of Central American savannas is considered in light of the paleoecological record. The data suggest that pre-Columbian inhabitants of western El Salvador suppressed shrub and tree encroachment via frequent burning from ca. 2500 to 500 cal yr. B.P. A substantial increase in woody taxa (Mimosoideae, Urticales) and a decrease in biomass burning are evident in the pollen and charcoal records beginning around the time of the first European contact (ca 500 cal yr B.P.). Evidence for frequent burning and grassland dominance before the arrival of the Europeans, followed by shrub and tree encroachment amid a near absence of fire after contact, suggests that the openness of the Ahuachapan savanna was maintained by the pre-Columbian inhabitants of the Rio Paz Valley throughout the late Holocene."	32	3	219-231	Yes	Dull2004_46.iv	English	El Salvador	Laguna del Espino	13.57	-89.52	Lake Sediment Core	Magnetic Susceptibility	Catchment Erosion	None	Bartington MS2C	k	No		3						1	Bulk lake sediments/paleosol	-6570	1950	Bottom	No	INTCAL98	No		Depth	No	1850	1850	995	2	16	9579	413	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
Dull2004_46	2004	"Dull, R. A."	A Holocene record of Neotropical savanna dynamics from El Salvador	Journal of Paleolimnology	10.1023/B:JOPL.0000042906.46791.9c	"The historical ecology of the Ahuachapan savanna is reconstructed from a 4.83-m sediment core from Laguna Llano del Espino, Ahuachapan, western El Salvador. Stable carbon isotopes ($\delta$ 13C), pollen, and charred grass cuticles indicate Holocene grassland dominance from at least ca. 3300 cal yr B.P. to the present. The role of people in the creation and maintenance of Central American savannas is considered in light of the paleoecological record. The data suggest that pre-Columbian inhabitants of western El Salvador suppressed shrub and tree encroachment via frequent burning from ca. 2500 to 500 cal yr. B.P. A substantial increase in woody taxa (Mimosoideae, Urticales) and a decrease in biomass burning are evident in the pollen and charcoal records beginning around the time of the first European contact (ca 500 cal yr B.P.). Evidence for frequent burning and grassland dominance before the arrival of the Europeans, followed by shrub and tree encroachment amid a near absence of fire after contact, suggests that the openness of the Ahuachapan savanna was maintained by the pre-Columbian inhabitants of the Rio Paz Valley throughout the late Holocene."	32	3	219-231	Yes	Dull2004_46.v	English	El Salvador	Laguna del Espino	13.57	-89.52	Lake Sediment Core	Stratagraphic Description	Sedimentation	None	Stratigraphic description	Units	No		3						1	Bulk lake sediments/paleosol	-6570	1950	Bottom	No	INTCAL98	No		Depth	No	1850	1850	995	2	16	9579	413	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
Dull2004_46	2004	"Dull, R. A."	A Holocene record of Neotropical savanna dynamics from El Salvador	Journal of Paleolimnology	10.1023/B:JOPL.0000042906.46791.9c	"The historical ecology of the Ahuachapan savanna is reconstructed from a 4.83-m sediment core from Laguna Llano del Espino, Ahuachapan, western El Salvador. Stable carbon isotopes ($\delta$ 13C), pollen, and charred grass cuticles indicate Holocene grassland dominance from at least ca. 3300 cal yr B.P. to the present. The role of people in the creation and maintenance of Central American savannas is considered in light of the paleoecological record. The data suggest that pre-Columbian inhabitants of western El Salvador suppressed shrub and tree encroachment via frequent burning from ca. 2500 to 500 cal yr. B.P. A substantial increase in woody taxa (Mimosoideae, Urticales) and a decrease in biomass burning are evident in the pollen and charcoal records beginning around the time of the first European contact (ca 500 cal yr B.P.). Evidence for frequent burning and grassland dominance before the arrival of the Europeans, followed by shrub and tree encroachment amid a near absence of fire after contact, suggests that the openness of the Ahuachapan savanna was maintained by the pre-Columbian inhabitants of the Rio Paz Valley throughout the late Holocene."	32	3	219-231	Yes	Dull2004_46.vi	English	El Salvador	Laguna del Espino	13.57	-89.52	Lake Sediment Core	Organic Matter	Catchment Erosion	None	"550 ◦C, LOI"	%	No		3						1	Bulk lake sediments/paleosol	-6570	1950	Bottom	No	INTCAL98	No		Depth	No	1850	1850	995	2	16	9579	413	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
Jacob1995_94	1995	"Jacob, J. S."	"Ancient maya wetland agricultural fields in cobweb swamp, belize: Construction, chronology, and function"	Journal of Field Archaeology	10.1179/009346995791547877	"A series of channel/island features at the archaeological site of Colha on the margins of Cobweb Swamp in northern Belize were determined to be relics of ancient wetland agricultural fields. Conformation of the stratigraphy in both mounded and nonmounded areas, as examined in pits and trenches, revealed definite human modification of the buried Cobweb Paleosol. Radiocarbon assays of sediment and charcoal suggest the Maya dug ditches in the Cobweb surface by at least a.c. 600 and possibly much earlier, in the Late Preclassic or Middle Preclassic, probably in an attempt to manage water levels and enable crop production on the fertile swamp-margin soils. The wetland fields were buried by the Maya Clay, apparently the result of erosion of the adjacent upland soils. The Maya Clay probably began to accumulate on the swamp margin as soon as the Maya began cropping the adjacent uplands, but the bulk of it was deposited after about a.c. 850. The Maya may have continued to crop the fertile wetland fields even after massive deposition of the Maya Clay. \textcopyright 1995 Maney Publishing."	22	2	175-190	No	Jacob1995_94	English	Belize	Cobweb Swamp	17.937719	-88.366374	Swamp Sediment Core	Stratagraphic Description	Land Use Change	Forests;Land Use Change	Stratigraphic description	Units	No	1	6							"Sediment, Charcoal, Wood, Bulk Soil Carbon"	Not Reported	Not Reported	Neither	Not Reported	Stuiver and Reimer 1987	Not Reported		Depth	Yes	1641	1641	627	42	136	5337	15	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Dull2004_47	2004	"Dull, R. A."	"An 8000-year record of vegetation, climate, and human disturbance from the Sierra de Apaneca, El Salvador"			"An \~ 8000-cal-yr stratigraphic record of vegetation change from the Sierra de Apaneca, El Salvador, documents a mid-Holocene warm phase, followed by late Holocene cooling. Pollen evidence reveals that during the mid-Holocene ( \~ 8000-5500 cal yr B.P.) lowland tropical plant taxa were growing at elevations \~ 200-250 m higher than at present, suggesting conditions about 1.0 degrees C warmer than those prevailing today. Cloud forest genera (Liquidambar, Juglans, Alnus, Ulmus) were also more abundant in the mid-Holocene, indicating greater cloud cover during the dry season. A gradual cooling and drying trend began by \~ 5500 cal yr B.P., culminating in the modern forest composition by \~ 3500 cal yr B.P. A rise in pollen from weedy plant taxa associated with agriculture occurred \~ 5000 cal yr B.P., and pollen from Zea first appeared in the record at \~ 4440 cal yr B.P. Human impacts on local vegetation remained high throughout the late Holocene, but decreased abruptly following the Tierra Blanca Joven (TBJ) eruption of Volcan Ilopango at \~ 1520 cal yr B.P. The past 1500 years are marked by higher lake levels and periodic depositions of exogenous inorganic sediments, perhaps indicating increased climatic variability."	61		159-167	Yes	Dull2004_47.i	English	El Salvador	Laguna Verde	13.854167	-89.885556	Lake Sediment Core	Magnetic Susceptibility	Catchment Erosion	None	Bartington MS2C	k	No		4						1	"Dicot leaf, sedge leaf, woody plant fragments"	-6050	1998	Bottom	No	INTCAL98	No		Depth	No	1995	1995	1013	5	17	9481	1131	Central American montane forests	Tropical & Subtropical Moist Broadleaf Forests
Dull2004_47	2004	"Dull, R. A."	"An 8000-year record of vegetation, climate, and human disturbance from the Sierra de Apaneca, El Salvador"			"An \~ 8000-cal-yr stratigraphic record of vegetation change from the Sierra de Apaneca, El Salvador, documents a mid-Holocene warm phase, followed by late Holocene cooling. Pollen evidence reveals that during the mid-Holocene ( \~ 8000-5500 cal yr B.P.) lowland tropical plant taxa were growing at elevations \~ 200-250 m higher than at present, suggesting conditions about 1.0 degrees C warmer than those prevailing today. Cloud forest genera (Liquidambar, Juglans, Alnus, Ulmus) were also more abundant in the mid-Holocene, indicating greater cloud cover during the dry season. A gradual cooling and drying trend began by \~ 5500 cal yr B.P., culminating in the modern forest composition by \~ 3500 cal yr B.P. A rise in pollen from weedy plant taxa associated with agriculture occurred \~ 5000 cal yr B.P., and pollen from Zea first appeared in the record at \~ 4440 cal yr B.P. Human impacts on local vegetation remained high throughout the late Holocene, but decreased abruptly following the Tierra Blanca Joven (TBJ) eruption of Volcan Ilopango at \~ 1520 cal yr B.P. The past 1500 years are marked by higher lake levels and periodic depositions of exogenous inorganic sediments, perhaps indicating increased climatic variability."	61		159-167	Yes	Dull2004_47.ii	English	El Salvador	Laguna Verde	13.854167	-89.885556	Lake Sediment Core	Stratagraphic Description	Sedimentation	None	Stratigraphic description	Units	No		4						1	"Dicot leaf, sedge leaf, woody plant fragments"	-6050	1998	Bottom	No	INTCAL98	No		Depth	No	1995	1995	1013	5	17	9481	1131	Central American montane forests	Tropical & Subtropical Moist Broadleaf Forests
Lachniet2004_112	2004	"Lachniet, M. S.; Burns, S. J.; Piperno, D. R.; Asmerom, Y.; Polyak, V. J.; Moy, C. M.; Christenson, K."	A 1500‐year El Niño/Southern Oscillation and rainfall history for the isthmus of Panama from speleothem calcite	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES	"10.1029/2004JD004694 10.1029/2003PA000982; Bradley, R.S., Hughes, M.K., Diaz, H.F., Climate in medieval time (2003) Science, 302, pp. 404-405; Burns, S.J., Fleitmann, D., Mudelsee, M., Neff, U., Matter, A., Mangini, A., A 780-year annually resolved record of Indian Ocean monsoon precipitation from a speleothem from south Oman (2002) J. Geophys. Res., 107 (D20), p. 4434. , doi:10.1029/2001JD001281; Cobb, K.M., Charles, C.D., Cheng, H., Edwards, R.L., El Niño/Southern Oscillation and tropical Pacific climate during the last millennium (2003) Nature, 424, pp. 271-276; Cooke, R., Archeological research in central and eastern Panama: A review of some problems (1984) The Archaeology of Lower Central America, pp. 263-302. , edited by F. W. Lange and D. Z. Stone, Univ. of N. M. Press, Albuquerque; Curtis, J.H., Hodell, D.A., Brenner, M., Climate variability on the Yucatan Peninsula (Mexico) during the past 3500 years, and implications for Maya cultural evolution (1996) Quat. Res., 46, pp. 37-47; Enfield, D.B., Alfaro, E.J., The dependence of Caribbean rainfall on the interaction of the tropical Atlantic and Pacific oceans (1999) J. Clim., 12, pp. 2093-2103; Estoque, M.A., Luque, J., Chandeck-Monteza, M.Y., García, J., Effects of El Niño on Panama rainfall (1985) Geofis. Int., 24, pp. 355-381; Fleitmann, D., Burns, S.J., Mudelsee, M., Neff, U., Kramers, J., Mangini, A., Matter, A., Holocene forcing of the Indian monsoon recorded in a stalagmite from Southern Oman (2003) Science, 300, pp. 1737-1739; Frappier, A., Sahagian, D., González, L.A., Carpenter, S.J., El Niño events recorded by stalagmite carbon isotopes (2002) Science, 298, p. 565; Giannini, A., Kushnir, Y., Cane, M.A., Interannual variability of Caribbean rainfall, ENSO, and the Atlantic Ocean (2000) J. Clim., 13, pp. 297-311; Gonfiantini, R., Roche, M.-A., Olivry, J.-C., Fontes, J.-C., Zuppi, G.M., The altitude effect on the isotopic composition of tropical rains (2001) Chem. Geol., 181, pp. 147-167; Hastenrath, S., On modes of tropical circulation and climate anomalies (1978) J. Atmos. Sci., 35, pp. 2222-2231; Hastenrath, S., Interannual variability and annual cycle: Mechanisms of circulation and climate in the tropical Atlantic sector (1984) Mon. Weather Rev., 112, pp. 1097-1107; Haug, G.H., Hughen, K.A., Sigman, D.M., Peterson, L.C., Röhl, U., Southward migration of the Intertropical Convergence Zone through the Holocene (2003) Science, 293, pp. 1304-1308; Hendy, C.H., The isotopic geochemistry of speleothems-1. The calculation of the effects of different modes of formation on the isotopic composition of speleothems and their applicability as palaeoclimatic indicators (1971) Geochim. Cosmochim. Acta, 35, pp. 801-824; Hodell, D.A., Brenner, M., Curtis, J.H., Guilderson, T., Solar forcing of drought frequency in the Maya lowlands (2001) Science, 292, pp. 1367-1370; Lachniet, M.S., Patterson, W.P., Stable isotope values of Costa Rican surface waters (2002) J. Hydrol., 260, pp. 135-150; Lamb, H.H., The Early Medieval Warm epoch and its sequel (1965) Palaeogeogr. Palaeoclimatol. Palaeoecol., 1, pp. 13-37; Linares, O.F., Sheets, P.D., Rosenthal, E.J., Prehistoric agriculture in tropical highlands (1975) Science, 187, pp. 137-145; Linsley, B.K., Dunbar, R.B., Wellington, G.M., Mucciarone, D.A., A coral-based reconstruction of Intertropical Convergence Zone variability over Central America since 1707 (1994) J. Geophys. Res., 99, pp. 9977-9994; Moy, C.M., Seltzer, G.O., Rodbell, D.T., Anderson, D.M., Variability of El Niño/Southern Oscillation activity at millennial time-scales during the Holocene epoch (2002) Nature, 240, pp. 162-165; Nyberg, J., Juikpers, A., Malmgren, B.A., Kunzendorf, H., Late Holocene changes in precipitation and hydrography recorded in marine sediments for the northeastern Caribbean Sea (2001) Quat. Res., 56, pp. 87-102; Polyak, V.J., Asmerom, Y., Late Holocene climate and cultural changes in the southwestern United States (2001) Science, 294, pp. 148-151; Richards, D.A., Dorale, J.A., Uranium-series and environmental applications of speleo hems (2003) Rev. Mineral. eochem., 52, pp. 407-460; Rodbell, D.T., Seltzer, G.O., Anderson, D.M., Abbott, M.B., Enfield, D.B., Newman, J.H., An ∼ 15,000-yr record of El Niño-driven alluviation in southwestern Ecuador (1999) Science, 283, pp. 516-520; Ropelewski, C.F., Halpert, M.S., Global and regional scale precipitation patterns associated with the El Niño/Southern Oscillation (1987) Mon. Weather Rev., 115, pp. 1606-1626; Rozanski, K., Araguás-Araguás, L., Gonfiantini, R., Isotopic patterns in modern global precipitation (1993) Climate Change in Continental Isotopic Records, Geophys. Monogr. Ser., 78, pp. 1-36. , edited by P. K. Swart et al., AGU, Washington, D. C; Stine, S., Extreme and persistent drought in California and Patagonia during mediaeval time (1994) Nature, 369, pp. 546-549; Stuiver, M., Reimer, P.J., Bard, E., Beck, J.W., Burr, G.S., Hughen, K.A., Kromer, B., Spurk, M., INTCAL radiocarbon age calibration, 24,000-0 cal. yr BP (1998) Radiocarbon, 40, pp. 1041-1083; Torrence, C., Compo, G.P., A practical guide to wavelet analysis (1998) Bull. Am. Meteorol. Soc., 79, pp. 61-78; Vuille, M., Bradley, R.S., Werner, M., Healy, R., Keimig, F., Modeling δ18O in precipitation over the tropical Americas: 1. Interannual variability and climatic controls (2003) J. Geophys. Res., 108 (D6), p. 4174. , doi:10.1029/2001JD002038; Waylen, P.R., Caviedes, C.N., Quesada, M.E., Interannual variability of monthly precipitation in Costa Rica (1996) J. Clim., 9, pp. 2606-2613; Webster, D., (2002) The Fall of the Ancient Maya, p. 368. , Thames and Hudson, London; Windsor, D.M., Climate and moisture availability in a tropical forest: Long-term records from Barro Colorado Island, Panama (1990) Smithson. Contrib. Earth Sci., 29, pp. 1-144"	"{[}1] The effect of the El Nino/Southern Oscillation (ENSO) on tropical rainfall variations of the past 2 millennia is largely unknown. High-resolution monsoon records are sparse, despite the role of ENSO in generating global hydrologic anomalies in modern climate. To investigate the relationship between ENSO and the Central American Monsoon, we generated a high-resolution ( similar to 2.9 years/sample) oxygen-isotope monsoon rainfall record from a U/Th-dated stalagmite ( 180 B. C. to 1310 A. D.) from the Isthmus of Panama. We present evidence for a weakened monsoon during the ``High Medieval'' ( 1100 - 1200 A. D.) and the Classic Maya Collapse ( 750 - 950 A. D.). Rainfall decreased and was more variable after 550 A. D., and the period 900 - 1310 A. D. was drier than the preceding millennium. A weaker monsoon corresponds with increased El Nino variability, and our data display statistical variance in the ENSO band. We conclude that ENSO variation has forced isthmian rainfall and may have contributed to hemispheric climatic anomalies at this time."	109	20	D20117 1-8	Yes	Lachniet2004_112.i	English	Panama	Chilibrillo Cave	9.2	-79.7	Speleothem	δ18O	Climate;Precipitation	Water	Anhydrous phosphoric acid at 70C	VPDB ‰	No						5				-180	1320	Top and Bottom	Yes	Not Reported	Not Applicable		Time	No	2748	2748	1040	18	103	6282	136	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
Dull2004_47	2004	"Dull, R. A."	"An 8000-year record of vegetation, climate, and human disturbance from the Sierra de Apaneca, El Salvador"			"An \~ 8000-cal-yr stratigraphic record of vegetation change from the Sierra de Apaneca, El Salvador, documents a mid-Holocene warm phase, followed by late Holocene cooling. Pollen evidence reveals that during the mid-Holocene ( \~ 8000-5500 cal yr B.P.) lowland tropical plant taxa were growing at elevations \~ 200-250 m higher than at present, suggesting conditions about 1.0 degrees C warmer than those prevailing today. Cloud forest genera (Liquidambar, Juglans, Alnus, Ulmus) were also more abundant in the mid-Holocene, indicating greater cloud cover during the dry season. A gradual cooling and drying trend began by \~ 5500 cal yr B.P., culminating in the modern forest composition by \~ 3500 cal yr B.P. A rise in pollen from weedy plant taxa associated with agriculture occurred \~ 5000 cal yr B.P., and pollen from Zea first appeared in the record at \~ 4440 cal yr B.P. Human impacts on local vegetation remained high throughout the late Holocene, but decreased abruptly following the Tierra Blanca Joven (TBJ) eruption of Volcan Ilopango at \~ 1520 cal yr B.P. The past 1500 years are marked by higher lake levels and periodic depositions of exogenous inorganic sediments, perhaps indicating increased climatic variability."	61		159-167	Yes	Dull2004_47.iv	English	El Salvador	Laguna Verde	13.854167	-89.885556	Lake Sediment Core	Organic Matter	Catchment Erosion	None	"550 ◦C, LOI"	%	No		4						1	"Dicot leaf, sedge leaf, woody plant fragments"	-6050	1998	Bottom	No	INTCAL98	No		Depth	No	1995	1995	1013	5	17	9481	1131	Central American montane forests	Tropical & Subtropical Moist Broadleaf Forests
