UID	Source Availability	Reference Type	Citation	Year	Author/Creator	Title	Journal Title/Series Title/Book/Conference	Place Published	Publisher	Thesis - Type of Qualification	Doi	ISSN/ISBN	URL	Volume	Issue	Pages	Abstract/Study Aims	University of Oxford Estate Area(s)	University of Oxford Estate Area(s) Specific	Habitat	Number of Study Sites	Coodinates (DD)	Study Start Date	Study End Date	Study Season(s) (If Applicable)	Biodiversity Measurement Indicator	Biodiversity Measurement (Taxon)	Type of Biodiversity Measurement	Time Series Data Set (2+)	Soil organic carbon
Macdonald_2000	Solo (Digital)	Journal Article	Macdonald, D.W., Tew, T.E., Todd, I.A., Garner, J.P., Johnson, P.J. (2000). Arable habitat use by wood mice (Apodemus sylvaticus). 3. A farm-scale experiment on the effects of crop rotation. JOURNAL OF ZOOLOGY, 250(313-320. doi:10.1111/j.1469-7998.2000.tb00775.x	2000	Macdonald, D.W., Tew, T.E., Todd, I.A., Garner, J.P., Johnson, P.J.	Arable habitat use by wood mice (Apodemus sylvaticus). 3. A farm-scale experiment on the effects of crop rotation	Journal of Zoology				doi:10.1111/j.1469-7998.2000.tb00775.x	0952-8369 1469-7998		250		313-320	We investigated the effects of crop type on numbers and movements of wood mice Apodemus sylvaticus in field edges and in arable fields containing either winter wheat, winter barley or oil-seed rape, grown on a 3-year rotation. We also investigated the effect of habitat (field centre vs edge), and of season and year. This was done at the individual level using radio-tracking, and at the population level using live-trapping. Wood mouse population size (estimated as minimum number alive) was significantly affected by season. Wood mouse numbers also differed between crop types. Rape field centres and edges had significantly lower numbers than did barley or wheat field centres and edges. Populations were largest from April to July, when the crop was tall. In winter, significantly more mice were found in field edges compared with field centres. The patterns of movement of individual mice also showed differences between habitats and between seasons. Mice were found to move more quickly when they were tracked through rape compared with the other crops. When the crop was growing, they moved faster through field edges bordered with hedgerow than they did through wood. This pattern was reversed later in the year when the crop was tall. The distances moved during a session of tracking showed differences which paralleled those for speed of movement. Also, males tended to move faster than females. Differences between the sexes in movement patterns were affected by season; when the crop was down (in winter) females moved further than males during a session of tracking, but when the crop was growing and tall, this was reversed.	Wytham Estate	Wytham Wood (unspecified)	Farmland		51.777785 ,-1.3346545	1991	1993	All Year	Mammals	Apodemus sylvaticus	Abundance	Yes	No
Sternberg_2000	Solo (Digital)	Journal Article	Sternberg, M. (2000). Terrestrial gastropods and experimental climate change: a field study in a calcareous grassland. Ecological Research, 15(1) 73-81. doi:http://dx.doi.org/10.1046/j.1440-1703.2000.00327.x	2000	Sternberg, M.	Terrestrial gastropods and experimental climate change: a field study in a calcareous grassland	Ecological Research				doi:http://dx.doi.org/10.1046/j.1440-1703.2000.00327.x	0912-3814		15	1	73-81	The impact of field manipulations of local climate on terrestrial gastropod populations and how they may affect the dynamics of the plant community were studied in a calcareous grassland. The experimental site was located in a grassland at the Wytham estate, Oxfordshire, UK. Manipulations representing two climate change scenarios in a factorial combination were used, these were warmer winters with increased summer rainfall, and warmer winters with summer drought. The climate manipulations had a significant effect on the relative abundance of molluscs. However, no important changes in species composition were found. Distribution and densities of snails and slugs were affected because of changes in the physical environment and the vegetation in the grassland. The responses of different species to the climate manipulations were strongly influenced by their phenological traits and food preferences. Potential responses of mollusc populations to a changing climate are discussed.	Wytham Estate	Wytham Wood (unspecified);Wytham Estate	Grassland		51.773226071698396,-1.3223979180923118	1995	1996	All Year	Molluscs	Monacha cantiana;Candidula intersecta;Deroceras reticulatum	Abundance	Yes	No
Buse_1999	Solo (Digital)	Journal Article	Buse, A., Dury, S.J., Woodburn, R.J.W., Perrins, C.M., Good, J.E.G. (1999). Effects of elevated temperature on multi-species interactions: the case of pedunculate oak, winter moth and tits. Functional Ecology, 13(74-82. doi:http://dx.doi.org/10.1046/j.1365-2435.1999.00010.x	1999	Buse, A., Dury, S.J., Woodburn, R.J.W., Perrins, C.M., Good, J.E.G.	Effects of elevated temperature on multi-species interactions: the case of pedunculate oak, winter moth and tits	Functional Ecology				doi:http://dx.doi.org/10.1046/j.1365-2435.1999.00010.x	0269-8463		13		74-82	The authors present an integrated summary of the interactions between oak (Quercus robur), winter moth (Operophtera brumata) and great and blue tits (Parus major, P. caeruleus), at ambient and elevated temperature, and predict the effect of climate change on this food chain. Experiments and observations were carried out during the TIGER programme, 1993-97, at Wytham Wood, Oxford, and experimentally in a controlled environment (solardomes) at the Institute of Terrestrial Ecology, Bangor, Wales. Tree cores from Wytham Wood indicated that mature Q. robur trees grew best at high temperatures and rainfall, but with low caterpillar populations. Young trees grew less well at elevated temperature, probably because they lost more water than they gained. Elevated temperatures advanced budburst, reduced foliar nitrogen and increased leaf toughness. Operophtera brumata eggs laid later or maintained at cooler temperatures than average required fewer heat units to hatch. Caterpillars took up to 50 days to complete growth at field temperatures but did so in only 20 days at a constant 15 degrees C. The mass of Parus spp. chicks at day 15 (day 1= egg hatch) was positively correlated with temperature and negatively correlated with rainfall during the growing period. At elevated temperature, budburst and moth egg hatch were synchronized, but earlier. Late feeding larvae and larvae fed on leaves from trees grown at elevated temperature produced smaller pupae. Pupal mass was unaffected when caterpillars and trees were maintained together under the same conditions. Delaying egg hatch in Parus spp., to simulate conditions at elevated spring temperatures, resulted in reduced chick mass, body size and fledging success. This occurred because the chicks were fed later and prey quality was poorer, because the peak of caterpillar biomass was missed. The authors predict that moth reproductive output will be retained at elevated temperatures because both leaves and caterpillars develop faster. Brood size in birds may be reduced because they cannot lay early enough to coincide with the narrower peak of food abundance.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1983	1995	Spring	Birds	Parus major;Cyanistes caeruleus;Quercus robur;Operophtera brumata;	Community Composition;Other	Yes	No
Buse_1999	Solo (Digital)	Journal Article	Buse, A., Dury, S.J., Woodburn, R.J.W., Perrins, C.M., Good, J.E.G. (1999). Effects of elevated temperature on multi-species interactions: the case of pedunculate oak, winter moth and tits. Functional Ecology, 13(74-82. doi:http://dx.doi.org/10.1046/j.1365-2435.1999.00010.x	1999	Buse, A., Dury, S.J., Woodburn, R.J.W., Perrins, C.M., Good, J.E.G.	Effects of elevated temperature on multi-species interactions: the case of pedunculate oak, winter moth and tits	Functional Ecology				doi:http://dx.doi.org/10.1046/j.1365-2435.1999.00010.x	0269-8463		13		74-82	The authors present an integrated summary of the interactions between oak (Quercus robur), winter moth (Operophtera brumata) and great and blue tits (Parus major, P. caeruleus), at ambient and elevated temperature, and predict the effect of climate change on this food chain. Experiments and observations were carried out during the TIGER programme, 1993-97, at Wytham Wood, Oxford, and experimentally in a controlled environment (solardomes) at the Institute of Terrestrial Ecology, Bangor, Wales. Tree cores from Wytham Wood indicated that mature Q. robur trees grew best at high temperatures and rainfall, but with low caterpillar populations. Young trees grew less well at elevated temperature, probably because they lost more water than they gained. Elevated temperatures advanced budburst, reduced foliar nitrogen and increased leaf toughness. Operophtera brumata eggs laid later or maintained at cooler temperatures than average required fewer heat units to hatch. Caterpillars took up to 50 days to complete growth at field temperatures but did so in only 20 days at a constant 15 degrees C. The mass of Parus spp. chicks at day 15 (day 1= egg hatch) was positively correlated with temperature and negatively correlated with rainfall during the growing period. At elevated temperature, budburst and moth egg hatch were synchronized, but earlier. Late feeding larvae and larvae fed on leaves from trees grown at elevated temperature produced smaller pupae. Pupal mass was unaffected when caterpillars and trees were maintained together under the same conditions. Delaying egg hatch in Parus spp., to simulate conditions at elevated spring temperatures, resulted in reduced chick mass, body size and fledging success. This occurred because the chicks were fed later and prey quality was poorer, because the peak of caterpillar biomass was missed. The authors predict that moth reproductive output will be retained at elevated temperatures because both leaves and caterpillars develop faster. Brood size in birds may be reduced because they cannot lay early enough to coincide with the narrower peak of food abundance.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1983	1995	Spring	Insects	Parus major;Cyanistes caeruleus;Quercus robur;Operophtera brumata;	Community Composition;Other	Yes	No
Newton_1999a	Solo (Digital)	Journal Article	Newton, I. (1999). Age ratios in a Bullfinch Pyrrhula pyrrhula population over six years. BIRD STUDY, 46(330-335. doi:10.1080/00063659909461146	1999	Newton, I.	Age ratios in a Bullfinch Pyrrhula pyrrhula population over six years	Bird Study				doi:10.1080/00063659909461146	0006-3657		46		330-335	Each year over five years (1962-67), the ratio of first-year to adult Bullfinches netted in Wytham Woods, near Oxford, increased from July or August to October, then declined to a fairly constant level from January onwards. The first-year to adult ratio in October used as a measure of annual productivity, varied from 2.8 to 5.5 in different years. A high first-year to adult ratio in October was followed by a relatively high ratio throughout the next year and beyond (excluding the new juveniles that appeared among netted birds from July).	Wytham Estate	Wytham Wood (unspecified)	Woodland	1	51.768935,-1.329199	1962	1967	All Year	Birds	Pyrrhula pyrrhula	Abundance	Yes	No
Newton_1999b	Solo (Digital)	Journal Article	Newton, I. (1999). An alternative approach to the measurement of seasonal trends in bird breeding success: a case study of the bullfinch Pyrrhula pyrrhula. JOURNAL OF ANIMAL ECOLOGY, 68(4) 698-707. doi:10.1046/j.1365-2656.1999.00315.x	1999	Newton, I.	An alternative approach to the measurement of seasonal trends in bird breeding success: a case study of the bullfinch Pyrrhula pyrrhula	Journal of Animal Ecology				doi:10.1046/j.1365-2656.1999.00315.x	0021-8790		68	3-1	698-707	1. On the basis of juvenile:adult ratios among netted birds and studies of moult, inferences are drawn about seasonal and annual variation in the breeding output of a bullfinch population studied near Oxford, in southern England.2. In most years during 1962-66, the juvenile:adult ratio among netted birds increased from July or August to October, and then declined. The ratio in October, taken as a measure of annual productivity, varied between 2.8 and 5.5 in different years.3. In the Oxford area, egg-laying among bullfinches occurred between mid-April and late August, so that the last young of the year left the nest in late September/early October. However, not all pairs continued breeding this late in the year. Individual bullfinches started to moult when they finished breeding. The proportion of adults which started moult after 20 August (implying successful breeding from eggs laid after mid-July) varied between 7 and 68% in different years (or between 19 and 63% using a different method of estimation). Juveniles from these late nests, identified as those starting moult after 31 August, formed 24-61% of the total juvenile population in different years, the rest having been produced from clutches begun before mid-July.4. In the 2 years when the greatest proportions of adults started to moult after 20 August and the greatest proportion of juveniles started after 31 august, the juvenile:adult ratios in October were highest. By implication, the two-fold variations in overall productivity between years were associated primarily with variations in the amount of late breeding.5. This study, based on moults and age-ratios among netted birds, provided information on seasonal productivity that was practically impossible to obtain in this species by conventional nest finding. An implication was that an interaction between the seasonal pattern of breeding in particular years and a seasonal trend in predation on nest contents, had major effects on overall annual productivity.	Wytham Estate	Wytham Wood (unspecified)	Woodland	1	51.768935,-1.329199	1962	1967	All Year	Birds	Pyrrhula pyrrhula	Abundance	Yes	No
Baines_1998	Solo (Digital)	Journal Article	Baines, M., Hambler, C., Johnson, P.J., Macdonald, D.W., Smith, H. (1998). The effects of arable field margin management on the abundance and species richness of Araneae (spiders). ECOGRAPHY, 21(1) 74-86. doi:10.1111/j.1600-0587.1998.tb00395.x	1998	Baines, M., Hambler, C., Johnson, P.J., Macdonald, D.W., Smith, H.	The effects of arable field margin management on the abundance and species richness of Araneae (spiders)	Ecography				doi:10.1111/j.1600-0587.1998.tb00395.x	0906-7590 1600-0587		21	1	74-86	The effects of ten different management regimes on the abundance and species richness of Araneae on pre-existing and newly expanded zones of field margins surrounding arable fields are compared in a large-scale experiment conducted between 1987 and 1991. Most of the management regimes involved varying the timing and frequency with which the field margins were cut. There was no evidence of consistent temporal trends in the abundance and species richness of Araneae on either the existing or expanded zones of the field margins during the first four years of the experiment. However, lowest numbers were recorded before expansion of the margins in 1987, and highest numbers in the final sample, in 1991. Araneae remained less abundant, and less species rich, on the newly expanded than on the existing zones of the field margins four years after they were 'set-aside'. Cutting reduced both abundance and species richness. Regimes which included cutting in mid-summer had a greater impact which persisted for longer than did those involving cutting in spring and autumn. Removal of cut material was associated with lower species richness than leaving it in situ. Sowing the margins with a wild flower seed mixture was associated with increased abundance and species richness of Araneae, Annual spraying with a broad-spectrum, non-persistent herbicide reduced the abundance of Araneae but the effect was not detectable until several months after the application of the spray. Both the species richness and abundance of Araneae were positively correlated with a measure of vegetation height made on the field margins in September, on both the pre-existing and newly expanded zones of the margins. The extent to which management practices which benefit Araneae are compatible with both the management requirements for various other taxa, and the overriding constraint of effective pernicious weed control on field margins, is discussed.	Wytham Estate	University Farm	Arable		51.775668258496566,-1.3200753269380934	1987	1991	Autumn;Spring;Summer	Arachnids		Abundance;Richness	Yes	No
Saether_1998	Solo (Digital)	Journal Article	Sæther, B.E., Engen, S., Islam, A., McCleery, R., Perrins, C. (1998). Environmental stochasticity and extinction risk in a population of a small songbird, the great tit. AMERICAN NATURALIST, 151(5) 441-450. doi:10.1086/286131	1998	Sæther, B.E., Engen, S., Islam, A., McCleery, R., Perrins, C.	Environmental stochasticity and extinction risk in a population of a small songbird, the great tit	American Naturalist				doi:10.1086/286131	0003-0147 1537-5323		151	4-1	441-450	Using a long-term demographic data set, we estimated the separate effects of demographic and environmental stochasticity in the growth rate of the great tit population in Wytham Wood, United Kingdom. Assuming logistic density regulation, both the demographic (sigma(d)(2) = 0.569) and environmental (sigma(e)(2) = 0.0793) variance, with interactions included, were significantly greater than zero. The estimates of the demographic variance seemed to be relatively insensitive to the length of the study period, whereas reliable estimates of the environmental variance required long time series (at least 15 yr data). The demographic variance decreased significantly with increasing population density. These estimates are used in a quantitative analysis of the demographic factors affecting the risk of extinction of this population. The very long expected time to extinction of this population (approximate-to 10(19) yr) was related to a relatively large population size (greater-than-or-equal-to 120 pairs during the study period). However, for a given population size, the expected time to extinction was sensitive to both variation in population growth rate and environmental stochasticity. Furthermore, the form of the density regulation strongly affected the expected time to extinction. Time to extinction decreased when the maximum density regulation approached K. This suggests that estimates of viability of small populations should be given both with and without inclusion of density dependence.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.769773219227595,-1.3293033773569944	1960	1990	Not Reported	Birds	Parus major	Abundance	Yes	No
Morecroft_2000	Solo (Print)	Report	Morecroft, M.D. (2000). Linking climate and biological monitoring: the effects of drought at Wytham Woods. English Nature Science, 34. 120-129. 	2000	Morecroft, M.D.	Linking climate and biological monitoring: the effects of drought at Wytham Woods	English Nature Science					1363-3015		34		120-129	The summer of 1995 was the second driest and third warmest on record in the Oxford area. Data from the Environmental Change Network (ECN) monitoring programme at Wytham Woods were examined to detect impacts of the drought on vegetation, butterflies and ground beetles. Despite trees losing their leaves early and ground vegetation dying back, no major change in vegetation composition or tree mortality was found. In contrast grassland monitoring plots saw an increase in species number as ruderal species colonised gaps which opened up in the sward. Some animal populations increased in 1995, others decreased. In general terms most beetle species declined whilst most butterflies increased. There were however exceptions. In particular, speckled wood butterflies (Parage aegeria) decreased and the beetle Nebria brevicollis increased. The effects of this drought disappeared within four years, but a series of similar summers would give cause for concern. Current predictions of climate change suggest that such a sequence of events is becoming more likely.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1993	1999	Spring;Summer	Insects	Lepidoptera;Carabidae	Abundance	Yes	No
Morecroft_2000	Solo (Print)	Report	Morecroft, M.D. (2000). Linking climate and biological monitoring: the effects of drought at Wytham Woods. English Nature Science, 34. 120-129. 	2000	Morecroft, M.D.	Linking climate and biological monitoring: the effects of drought at Wytham Woods	English Nature Science					1363-3015		34		120-129	The summer of 1995 was the second driest and third warmest on record in the Oxford area. Data from the Environmental Change Network (ECN) monitoring programme at Wytham Woods were examined to detect impacts of the drought on vegetation, butterflies and ground beetles. Despite trees losing their leaves early and ground vegetation dying back, no major change in vegetation composition or tree mortality was found. In contrast grassland monitoring plots saw an increase in species number as ruderal species colonised gaps which opened up in the sward. Some animal populations increased in 1995, others decreased. In general terms most beetle species declined whilst most butterflies increased. There were however exceptions. In particular, speckled wood butterflies (Parage aegeria) decreased and the beetle Nebria brevicollis increased. The effects of this drought disappeared within four years, but a series of similar summers would give cause for concern. Current predictions of climate change suggest that such a sequence of events is becoming more likely.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1993	1999	Spring;Summer	Vascular plants	Lepidoptera;Carabidae	Abundance	Yes	No
Feber_1996	Solo (Digital)	Journal Article	Feber, R.E., Smith, H., Macdonald, D.W. (1996). The effects on butterfly abundance of the management of uncropped edges of arable fields. JOURNAL OF APPLIED ECOLOGY, 33(5) 1191-1205. doi:10.2307/2404698	1996	Feber, R.E., Smith, H., Macdonald, D.W.	The effects on butterfly abundance of the management of uncropped edges of arable fields	Journal of Applied Ecology				doi:10.2307/2404698	0021-8901 1365-2664		33	5	1191-1205	1. The abundance and species richness of butterflies on expanded-width uncropped arable field edges, which were subject to 10 contrasting, experimental management regimes, were measured using transects in 1989, 1990 and 1991. The effects of the management regimes on a number of botanical variables, likely to be of importance to butterflies, were measured.2. On the experimental field edges, butterfly abundance and species richness fluctuated between years and peaked at different times each year.3. Butterfly abundance and species richness differed between experimental treatments. Plots which were either cut in the spring and autumn, or not cut at all, attracted more individuals and species of butterfly than did plots cut in the summer. Sowing with a grass and wild flower seed mixture increased butterfly abundance. Butterfly abundance declined on swards sprayed once annually with herbicide.4. Mowing, sowing and spraying had significant effects on mean flower abundance, on the annual and perennial components flowering in the sward, and on the abundance of commonly used nectar sources and larval host-plants.5. Stepwise multiple regression analyses on butterfly and plant data showed that the abundance of adults of most butterfly species was most closely associated with the abundance of flowers of key nectar source species.6. The results are discussed in relation to resource provision for larval and adult butterfly stages. Recommendations (emboldened in the text) are made for the conservation management of butterflies on arable farmland.	Wytham Estate	University Farm	Farmland		51.78671864,-1.30919361	1989	1991	Summer	Insects	Thymelicus sylvestris; Ochlodes venata; Gonepteryx rhamni; Pieris brassicae; Pieris rapae; Pieris napi; Anthocharis cardamines; Lycaena phlaeas; Polyommatus icarus; Celastrina argiolus; Vanessa atalanta; Cynthia cardui; Aglais urticae; Inachis io; Polygonia c-album; Pararge aegeria; Melanargia galathea; Maniola jurtina; Pyronia tithonus; Coenonympha pamphilus; Aphantopus hyperantus	Abundance;Richness	Yes	No
Gibson_1992a	Solo (Digital)	Journal Article	Gibson, C.W.D., Brown, V.K. (1992). Grazing and vegetation change: deflected or modified succession?. Journal of Applied Ecology, 29(1) 120-131. doi:http://dx.doi.org/10.2307/2404355	1992	Gibson, C.W.D., Brown, V.K.	Grazing and vegetation change: deflected or modified succession?	Journal of Applied Ecology				doi:http://dx.doi.org/10.2307/2404355	0021-8901		29	1	120-131	Vegetation change during the first 6 years of secondary succession in a calcareous former arable field and the effect of controlled grazing by sheep was studied in 1984-89 at the University of Oxford's Wytham estate, UK. The vegetation was grazed in 30 x 30 m paddocks from 13 to 23 Apr. or 9 to 24 Sep. by 3 sheep or from Apr. to Nov. or Aug. to Nov. by 6 sheep/paddock, or was not grazed. The results were compared with similar data from 40- to 100-years-old grassland nearby. The relative effects of time, place, sheep grazing and season of grazing on community change were assessed by canonical community analysis: detailed responses of the commoner species were investigated by analysis of variance. The two approaches complemented each other; multivariate analysis clearly separated effects on the community scale but was weak at detecting complex interactions. Grazing deflected succession but was subordinate to an intrinsic rate of vegetation change and to local variations in its direction. Succession only moved immediately towards the composition of the local ancient grasslands under the heaviest grazing treatment. Irrespective of grazing treatment and local conditions, secondary succession towards species-rich calcicolous grassland appeared to take at least a century to run its course. It was suggested that grazed grassland and forest successions could operate over similar time-scales. The implications for countryside management and 'creative conservation' are discussed.	Wytham Estate	Upper Seeds	Grassland		51.77583925863817,-1.3416019314375782	1984	1989	Not Reported	Vascular plants	Holcus lanatus;Medicago lupulina	Abundance	Yes	No
Gibson_1992b	Solo (Digital)	Journal Article	Gibson, C.W.D., Brown, V.K. (1992). CHANGES IN SPIDER (ARANEAE) ASSEMBLAGES IN RELATION TO SUCCESSION AND GRAZING MANAGEMENT. JOURNAL OF APPLIED ECOLOGY, 29(1) 132-142. doi:10.2307/2404356	1992	Gibson, C.W.D., Brown, V.K.	CHANGES IN SPIDER (ARANEAE) ASSEMBLAGES IN RELATION TO SUCCESSION AND GRAZING MANAGEMENT	Journal of Applied Ecology				doi:10.2307/2404356	0021-8901		29	1	132-142	1. Spiders were sampled, by suction (D-vac) and direct counts of their webs, in a controlled sheep grazing experiment on calcareous ex-arable land and in old calcareous grassland. Results from 1985-89 are presented.2. Heavily grazed assemblages were dominated by a group of Linyphiidae, also characteristic of disturbed land. Large web-spinners were most sensitive to grazing, preferring ungrazed controls because of their dependence on rigid plant structures.3. DCA ordination of D-vac data suggested that only heavy grazing (in spring and autumn) produced a distinct assemblage. Three other grazed treatments produced impoverished versions of ungrazed control assemblages.4. The dominant successional trend was a gradual accumulation of species, especially in ungrazed controls. This process was incomplete by 1989: old grasslands contained many species, including some characteristic of calcareous grassland, which had failed to colonize the ex-arable field 7 years after abandonment.5. Most features of the assemblages could be explained by the effects of grazing on plant architecture, in contrast to other invertebrates studied in the same system, which were more strongly affected by plant species composition.	Wytham Estate	Wytham Estate	Grassland		51.77583925863817,-1.3416019314375782	1985	1989	Autumn;Summer	Arachnids	Pachygnatha degeeri;Xysticus cristatus;Lepthyphantes tenuis;Tibellus oblongus;Bathyphantes gracilis;Pisaura mirabilis;Stemonyphantes lineatus;Hypsosinga pygmaea;Theridion bimaculatum;Dismodicus bifrons;Lepthyphantes ericaeus;Drassyllus pusillus;Dictyna spp;Ero cambridgeilfurcata;Clubiona recluse;Linyphia clathrata;Pocadicnemis juncea;Pardosa prativaga;Erigoneatra;Tetragnatha extensa;Pachygnatha clercki;Oxyptila sanctuaria;Meioneta rurestris;Pardosa pullata;Cnephalocotes obscurus;Centromerita bicolor;Zelotes latreillei;Zora spp;Hypomma bituberculatum;Meioneta saxatilis;Ceratinopsis stativa;Pardosa nigriceps;Centromerus sylvaticus;Drassodes spp.;Euophrys aequalis;Oedothorax retusus;Pardosa palustris;Clubiona neglect;Entelecara flavipes;Troxochrus scabriculus;Alopecosa pulverulenta;Philodromus spp;Erigone dentipalpis;Hahnia nava;Tetragnatha montana;Walckenaeria antica	Abundance	Yes	No
Perrins_1999	Oxford University (Other)	Journal Article	Perrins, C.M. (1999). A fifty-year study of great tits (Parus major). Biologia e Conservazione della Fauna, 102(55-62. 	1999	Perrins, C.M.	A fifty-year study of great tits (Parus major)	Biologia e Conservazione Della Fauna					1126-5221		102		55-62		Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1947	1997	Not Reported	Birds	Parus major	Abundance	Yes	No
Perrins_2001	Solo (Print)	Journal Article	Perrins, C.M., Overall, R. (2001). Effect of increasing numbers of deer on bird populations in Wytham Woods, central England. Forestry, 74(3) 299-309. 	2001	Perrins, C.M., Overall, R.	Effect of increasing numbers of deer on bird populations in Wytham Woods, central England	Forestry					1464-3626		74	3	299-309	In Wytham Woods, the numbers of deer have increased markedly in recent years and they have had a major impact on the woodland vegetation, both the herb layer and the shrub layer (including the lower branches of trees); they also seriously affect the regeneration of forest trees and the regrowth of coppice. Over the same period, a number of woodland bird species have declined in numbers. The large declines seem to have occurred mainly in those species which nest in low vegetation, especially bramble (Rubus fruticosus). Bramble is an important element of the deer diet and its decline in the woods seems likely to be largely due to deer although canopy closure may also have reduced its abundance. Hence the declines in some bird species may be brought about by the increase in deer numbers. The relevance of this suggestion to other woods is discussed.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1990	2000	Not Reported	Birds	Parus major;Cyanistes caeruleus;Capreolus capreolus;Dama dama;Muntiacus muntjak	Abundance;Population Density	Yes	No
Perrins_2001	Solo (Print)	Journal Article	Perrins, C.M., Overall, R. (2001). Effect of increasing numbers of deer on bird populations in Wytham Woods, central England. Forestry, 74(3) 299-309. 	2001	Perrins, C.M., Overall, R.	Effect of increasing numbers of deer on bird populations in Wytham Woods, central England	Forestry					1464-3626		74	3	299-309	In Wytham Woods, the numbers of deer have increased markedly in recent years and they have had a major impact on the woodland vegetation, both the herb layer and the shrub layer (including the lower branches of trees); they also seriously affect the regeneration of forest trees and the regrowth of coppice. Over the same period, a number of woodland bird species have declined in numbers. The large declines seem to have occurred mainly in those species which nest in low vegetation, especially bramble (Rubus fruticosus). Bramble is an important element of the deer diet and its decline in the woods seems likely to be largely due to deer although canopy closure may also have reduced its abundance. Hence the declines in some bird species may be brought about by the increase in deer numbers. The relevance of this suggestion to other woods is discussed.	Wytham Estate	Wytham Wood (unspecified)	Woodland		51.768935,-1.329199	1990	2000	Not Reported	Mammals	Parus major;Cyanistes caeruleus;Capreolus capreolus;Dama dama;Muntiacus muntjak	Abundance;Population Density	Yes	No
Phillipson_1976	Solo (Print)	Journal Article	Phillipson, J., Abel, R., Steel, J., Woodell, S.R.J. (1976). Earthworms and the factors governing their distribution in an English beechwood. Pedobiologia, 16(4) 258-285. 	1976	Phillipson, J., Abel, R., Steel, J., Woodell, S.R.J.	Earthworms and the factors governing their distribution in an English beechwood	Pedobiologia					0031-4056		16	4	258-285	Ten species of earthworm were recorded from a Fagus sylvatica woodland (Wytham Woods, Oxfordshire). Compared with the lumbricid fauna of two Swedish beech woods (6 and 8 species) the "equitability" component of species diversity was low, which implies that maximum ecological diversity has not yet been attained in the 150-year-old woodland. Two species associations were identified: (i) A.rosea - L.terrestris - L.castaneus - D.mammalis, and (ii) A.rosea - A.caliginosa - L.terrestris - D.mammalis. Allolobophora caliginosa was the numerically dominant form and together with A.rosea comprised approximately 65% of the total numbers. These species associations differed from the Dendrobaena octaedra - L.rubellus association in Sweden. The differences are explained in terms of soil characteristics; pH was important in this respect (present site pH 7.3 to 8.0, Swedish sites pH 3.5 to 4.2 and 5.5 to 6.6). Computer derived maps of distribution according to abundance are given for the within site distributions of each of the ten species. Multiple regression and contingency table analyses showed that soil depth, soil moisture characteristics, litter standing crop and ground vegetation type are all important factors. It is suggested that inter-specific competition between earthworms on the study site (particularly for food) is reduced by ecological separation of the species in time and space and by different food preferences.	Wytham Estate	Brogden's Belt	Woodland		51.76980382,-1.329488932	1971	1973	All Year	Annelids	Dendrobaena mammalis ;Lumbricus castaneus ;Dendrobaena rubida ;Lumbricus terrestris ;Allolobophora longa ;Allolobophora caliginosa ;Allolobophora rosea ;Allolobophora muldali ;Octolasion cyaneum 	Abundance	No	No
